hidden_layer_sizes,max_epoch,learning_rate_init,max_error,trial,mean_cv_accuracy,train_accuracy,test_accuracy
"[30, 30, 20, 1]",1000,0.1,0.1,4,0.9332091290172333,0.9364035087719298,0.9292035398230089
"[30, 30, 20, 1]",1000,0.1,0.1,5,0.9332091290172333,0.9364035087719298,0.9292035398230089
"[30, 20, 1]",100,0.2,0.01,1,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",100,0.2,0.01,2,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",100,0.2,0.01,3,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",100,0.2,0.01,4,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",100,0.2,0.01,5,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",100,0.2,0.05,1,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",100,0.2,0.05,2,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",100,0.2,0.05,3,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",100,0.2,0.05,4,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",100,0.2,0.05,5,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",100,0.2,0.1,1,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",100,0.2,0.1,2,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",100,0.2,0.1,3,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",100,0.2,0.1,4,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",100,0.2,0.1,5,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",500,0.2,0.01,1,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",500,0.2,0.01,2,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",500,0.2,0.01,3,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",500,0.2,0.01,4,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",500,0.2,0.01,5,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",500,0.2,0.05,1,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",500,0.2,0.05,2,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",500,0.2,0.05,3,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",500,0.2,0.05,4,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",500,0.2,0.05,5,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",500,0.2,0.1,1,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",500,0.2,0.1,2,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",500,0.2,0.1,3,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",500,0.2,0.1,4,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",500,0.2,0.1,5,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",1000,0.2,0.01,1,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",1000,0.2,0.01,2,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",1000,0.2,0.01,3,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",1000,0.2,0.01,4,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",1000,0.2,0.01,5,0.9789163173420278,0.993421052631579,0.9823008849557522
"[30, 20, 1]",1000,0.2,0.05,1,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",1000,0.2,0.05,2,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",1000,0.2,0.05,3,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",1000,0.2,0.05,4,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",1000,0.2,0.05,5,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",1000,0.2,0.1,1,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",1000,0.2,0.1,2,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",1000,0.2,0.1,3,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",1000,0.2,0.1,4,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 20, 1]",1000,0.2,0.1,5,0.9507685142058687,0.9649122807017544,0.9380530973451328
"[30, 30, 20, 1]",100,0.2,0.01,1,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",100,0.2,0.01,2,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",100,0.2,0.01,3,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",100,0.2,0.01,4,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",100,0.2,0.01,5,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",100,0.2,0.05,1,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",100,0.2,0.05,2,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",100,0.2,0.05,3,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",100,0.2,0.05,4,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",100,0.2,0.05,5,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",100,0.2,0.1,1,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",100,0.2,0.1,2,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",100,0.2,0.1,3,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",100,0.2,0.1,4,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",100,0.2,0.1,5,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",500,0.2,0.01,1,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",500,0.2,0.01,2,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",500,0.2,0.01,3,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",500,0.2,0.01,4,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",500,0.2,0.01,5,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",500,0.2,0.05,1,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",500,0.2,0.05,2,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",500,0.2,0.05,3,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",500,0.2,0.05,4,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",500,0.2,0.05,5,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",500,0.2,0.1,1,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",500,0.2,0.1,2,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",500,0.2,0.1,3,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",500,0.2,0.1,4,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",500,0.2,0.1,5,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",1000,0.2,0.01,1,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",1000,0.2,0.01,2,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",1000,0.2,0.01,3,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",1000,0.2,0.01,4,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",1000,0.2,0.01,5,0.9753764943331781,0.9868421052631579,0.9646017699115044
"[30, 30, 20, 1]",1000,0.2,0.05,1,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",1000,0.2,0.05,2,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",1000,0.2,0.05,3,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",1000,0.2,0.05,4,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",1000,0.2,0.05,5,0.9630802670392795,0.9736842105263158,0.9557522123893806
"[30, 30, 20, 1]",1000,0.2,0.1,1,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",1000,0.2,0.1,2,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",1000,0.2,0.1,3,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",1000,0.2,0.1,4,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 30, 20, 1]",1000,0.2,0.1,5,0.9542928116752056,0.9407894736842105,0.9469026548672567
"[30, 20, 1]",100,0.3,0.01,1,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",100,0.3,0.01,2,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",100,0.3,0.01,3,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",100,0.3,0.01,4,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",100,0.3,0.01,5,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",100,0.3,0.05,1,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",100,0.3,0.05,2,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",100,0.3,0.05,3,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",100,0.3,0.05,4,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",100,0.3,0.05,5,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",100,0.3,0.1,1,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",100,0.3,0.1,2,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",100,0.3,0.1,3,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",100,0.3,0.1,4,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",100,0.3,0.1,5,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",500,0.3,0.01,1,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",500,0.3,0.01,2,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",500,0.3,0.01,3,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",500,0.3,0.01,4,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",500,0.3,0.01,5,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",500,0.3,0.05,1,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",500,0.3,0.05,2,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",500,0.3,0.05,3,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",500,0.3,0.05,4,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",500,0.3,0.05,5,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",500,0.3,0.1,1,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",500,0.3,0.1,2,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",500,0.3,0.1,3,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",500,0.3,0.1,4,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",500,0.3,0.1,5,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",1000,0.3,0.01,1,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",1000,0.3,0.01,2,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",1000,0.3,0.01,3,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",1000,0.3,0.01,4,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",1000,0.3,0.01,5,0.98067070330694,0.993421052631579,0.9823008849557522
"[30, 20, 1]",1000,0.3,0.05,1,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",1000,0.3,0.05,2,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",1000,0.3,0.05,3,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",1000,0.3,0.05,4,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",1000,0.3,0.05,5,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",1000,0.3,0.1,1,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",1000,0.3,0.1,2,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",1000,0.3,0.1,3,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",1000,0.3,0.1,4,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 20, 1]",1000,0.3,0.1,5,0.9542772861356932,0.9714912280701754,0.9380530973451328
"[30, 30, 20, 1]",100,0.3,0.01,1,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",100,0.3,0.01,2,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",100,0.3,0.01,3,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",100,0.3,0.01,4,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",100,0.3,0.01,5,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",100,0.3,0.05,1,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",100,0.3,0.05,2,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",100,0.3,0.05,3,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",100,0.3,0.05,4,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",100,0.3,0.05,5,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",100,0.3,0.1,1,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",100,0.3,0.1,2,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",100,0.3,0.1,3,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",100,0.3,0.1,4,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",100,0.3,0.1,5,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",500,0.3,0.01,1,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",500,0.3,0.01,2,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",500,0.3,0.01,3,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",500,0.3,0.01,4,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",500,0.3,0.01,5,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",500,0.3,0.05,1,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",500,0.3,0.05,2,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",500,0.3,0.05,3,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",500,0.3,0.05,4,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",500,0.3,0.05,5,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",500,0.3,0.1,1,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",500,0.3,0.1,2,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",500,0.3,0.1,3,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",500,0.3,0.1,4,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",500,0.3,0.1,5,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",1000,0.3,0.01,1,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",1000,0.3,0.01,2,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",1000,0.3,0.01,3,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",1000,0.3,0.01,4,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",1000,0.3,0.01,5,0.9718366713243286,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",1000,0.3,0.05,1,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",1000,0.3,0.05,2,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",1000,0.3,0.05,3,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",1000,0.3,0.05,4,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",1000,0.3,0.05,5,0.9613103555348548,0.9736842105263158,0.9469026548672567
"[30, 30, 20, 1]",1000,0.3,0.1,1,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",1000,0.3,0.1,2,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",1000,0.3,0.1,3,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",1000,0.3,0.1,4,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 30, 20, 1]",1000,0.3,0.1,5,0.9437820214252446,0.9407894736842105,0.9557522123893806
"[30, 20, 1]",100,0.5,0.01,1,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",100,0.5,0.01,2,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",100,0.5,0.01,3,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",100,0.5,0.01,4,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",100,0.5,0.01,5,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",100,0.5,0.05,1,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",100,0.5,0.05,2,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",100,0.5,0.05,3,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",100,0.5,0.05,4,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",100,0.5,0.05,5,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",100,0.5,0.1,1,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",100,0.5,0.1,2,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",100,0.5,0.1,3,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",100,0.5,0.1,4,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",100,0.5,0.1,5,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",500,0.5,0.01,1,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",500,0.5,0.01,2,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",500,0.5,0.01,3,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",500,0.5,0.01,4,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",500,0.5,0.01,5,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",500,0.5,0.05,1,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",500,0.5,0.05,2,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",500,0.5,0.05,3,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",500,0.5,0.05,4,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",500,0.5,0.05,5,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",500,0.5,0.1,1,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",500,0.5,0.1,2,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",500,0.5,0.1,3,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",500,0.5,0.1,4,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",500,0.5,0.1,5,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",1000,0.5,0.01,1,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",1000,0.5,0.01,2,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",1000,0.5,0.01,3,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",1000,0.5,0.01,4,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",1000,0.5,0.01,5,0.9771464058376027,0.9912280701754386,0.9734513274336283
"[30, 20, 1]",1000,0.5,0.05,1,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",1000,0.5,0.05,2,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",1000,0.5,0.05,3,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",1000,0.5,0.05,4,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",1000,0.5,0.05,5,0.9613103555348548,0.9692982456140351,0.9469026548672567
"[30, 20, 1]",1000,0.5,0.1,1,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",1000,0.5,0.1,2,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",1000,0.5,0.1,3,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",1000,0.5,0.1,4,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 20, 1]",1000,0.5,0.1,5,0.9542928116752056,0.956140350877193,0.9469026548672567
"[30, 30, 20, 1]",100,0.5,0.01,1,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",100,0.5,0.01,2,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",100,0.5,0.01,3,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",100,0.5,0.01,4,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",100,0.5,0.01,5,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",100,0.5,0.05,1,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",100,0.5,0.05,2,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",100,0.5,0.05,3,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",100,0.5,0.05,4,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",100,0.5,0.05,5,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",100,0.5,0.1,1,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",100,0.5,0.1,2,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",100,0.5,0.1,3,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",100,0.5,0.1,4,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",100,0.5,0.1,5,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",500,0.5,0.01,1,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",500,0.5,0.01,2,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",500,0.5,0.01,3,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",500,0.5,0.01,4,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",500,0.5,0.01,5,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",500,0.5,0.05,1,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",500,0.5,0.05,2,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",500,0.5,0.05,3,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",500,0.5,0.05,4,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",500,0.5,0.05,5,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",500,0.5,0.1,1,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",500,0.5,0.1,2,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",500,0.5,0.1,3,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",500,0.5,0.1,4,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",500,0.5,0.1,5,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",1000,0.5,0.01,1,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",1000,0.5,0.01,2,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",1000,0.5,0.01,3,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",1000,0.5,0.01,4,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",1000,0.5,0.01,5,0.9665735134295916,0.9868421052631579,0.9469026548672567
"[30, 30, 20, 1]",1000,0.5,0.05,1,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",1000,0.5,0.05,2,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",1000,0.5,0.05,3,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",1000,0.5,0.05,4,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",1000,0.5,0.05,5,0.9718366713243286,0.9758771929824561,0.9469026548672567
"[30, 30, 20, 1]",1000,0.5,0.1,1,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",1000,0.5,0.1,2,0.952553951249806,0.956140350877193,0.9557522123893806
"[30, 30, 20, 1]",1000,0.5,0.1,3,0.952553951249806,0.956140350877193,0.9557522123893806
